step,cfit_pf,cextra_pf,cstray_pf,ccable_pf,rreceiver_ohm,transimpedance_ohm,bandwidth_hz,peaking_db,unity_hz,phase_margin_deg,bandwidth_crossings,unity_crossings,passes
208,5.0,5.0,0.3,500.00000000000006,100000.0,99779930.04272228,300.2955977573795,0.0,8952237.969194865,84.07188668943019,1,1,False
209,0.2,15.0,0.3,500.00000000000006,100000.0,99780478.37829988,3196.44418878793,0.0,733103.1084926098,88.01772020107336,1,1,True
210,0.5,15.0,0.3,500.00000000000006,100000.0,99780470.69733311,1992.6954214983643,0.0,1149581.8812022307,87.66335416913637,1,1,True
211,1.0,15.0,0.3,500.00000000000006,100000.0,99780450.01738001,1225.0053296760732,0.0,1815529.792031043,87.33752838002482,1,1,True
212,5.0,15.0,0.3,500.00000000000006,100000.0,99779930.05634993,300.299310857523,0.0,6430174.75095784,85.43272071892653,1,1,False
213,0.2,35.0,0.3,500.00000000000006,100000.0,99780478.40592924,3205.4864861735655,0.0,445747.1865684473,88.41000446380633,1,1,True
214,0.5,35.0,0.3,500.00000000000006,100000.0,99780470.72493912,1994.8976998873402,0.0,704710.5007572366,88.14960059075798,1,1,True
215,1.0,35.0,0.3,500.00000000000006,100000.0,99780450.04494707,1225.5155330544846,0.0,1122219.3904377723,87.7232857112864,1,1,True
216,5.0,35.0,0.3,500.00000000000006,100000.0,99779930.08360524,300.30673739972264,0.0,4121758.9516386064,86.53020452541716,1,1,False
217,0.2,85.0,0.3,500.00000000000006,100000.0,99780478.47500254,3228.3694720597055,0.0,224851.35876689816,88.54972484345609,1,1,True
218,0.5,85.0,0.3,500.00000000000006,100000.0,99780470.79395404,2000.3704575259158,0.0,357921.02934553986,88.70383432486943,1,1,True
219,1.0,85.0,0.3,500.00000000000006,100000.0,99780450.11386472,1226.7933717294397,0.0,576046.3677881358,88.42133545234338,1,1,True
220,5.0,85.0,0.3,500.00000000000006,100000.0,99779930.1517436,300.3253057498652,0.0,2188641.8650019974,87.23178390747739,1,1,False
221,0.2,0.0,1.0,500.00000000000006,100000.0,99780454.92052309,1326.7398061152333,0.0,3199841.321578584,86.87737378217122,1,1,True
222,0.5,0.0,1.0,500.00000000000006,100000.0,99780438.96731885,1061.2465103467196,0.0,3916017.213669906,86.60911268005788,1,1,True
223,1.0,0.0,1.0,500.00000000000006,100000.0,99780404.50032699,795.8719403420951,0.0,5054165.283009908,86.11296667253924,1,1,False
224,5.0,0.0,1.0,500.00000000000006,100000.0,99779774.24547142,265.2576667259034,0.0,12181926.324633127,82.22296453155639,1,1,False
225,0.2,5.0,1.0,500.00000000000006,100000.0,99780454.92741674,1326.9008764054518,0.0,2456711.700082768,87.1231038462762,1,1,True
226,0.5,5.0,1.0,500.00000000000006,100000.0,99780438.9742067,1061.3291669072487,0.0,3016290.772943774,86.94569049840538,1,1,True
227,1.0,5.0,1.0,500.00000000000006,100000.0,99780404.50720519,795.9065592461649,0.0,3915501.3257925427,86.61236394893842,1,1,False
228,5.0,5.0,1.0,500.00000000000006,100000.0,99779774.2522716,265.25893800517866,0.0,9852401.889534604,83.56251760623286,1,1,False
229,0.2,15.0,1.0,500.00000000000006,100000.0,99780454.94120418,1327.2231624571348,0.0,1684654.7987348961,87.3860095648177,1,1,True
230,0.5,15.0,1.0,500.00000000000006,100000.0,99780438.98798248,1061.4945282064466,0.0,2074613.6121374173,87.25126098835432,1,1,True
231,1.0,15.0,1.0,500.00000000000006,100000.0,99780404.52096145,795.9758081952804,0.0,2707122.1467823256,87.05365928268486,1,1,False
232,5.0,15.0,1.0,500.00000000000006,100000.0,99779774.26587199,265.26148060865773,0.0,7130645.857931982,85.06430920172875,1,1,False
233,0.2,35.0,1.0,500.00000000000006,100000.0,99780454.96877903,1327.8683168400391,0.0,1040014.3605070905,87.79232115566708,1,1,True
234,0.5,35.0,1.0,500.00000000000006,100000.0,99780439.0155339,1061.8254436037212,0.0,1285161.5734883947,87.60677906356364,1,1,True
235,1.0,35.0,1.0,500.00000000000006,100000.0,99780404.54847398,796.1143506679325,0.0,1684493.8379142156,87.40326256287881,1,1,False
236,5.0,35.0,1.0,500.00000000000006,100000.0,99779774.29307273,265.2665659953351,0.0,4601124.572427568,86.3209280590612,1,1,False
237,0.2,85.0,1.0,500.00000000000006,100000.0,99780455.03771609,1329.4846046816292,0.0,532822.9467445695,88.48715577732469,1,1,True
238,0.5,85.0,1.0,500.00000000000006,100000.0,99780439.08441262,1062.6538579070334,0.0,661979.9814572316,88.29147808767067,1,1,True
239,1.0,85.0,1.0,500.00000000000006,100000.0,99780404.61725532,796.4609670071801,0.0,873610.2258665265,88.00650051159886,1,1,False
240,5.0,85.0,1.0,500.00000000000006,100000.0,99779774.36107452,265.279280510451,0.0,2454680.645200391,87.14528914565602,1,1,False
241,0.2,0.0,0.0,1000.0000000000001,100000.0,99780482.49243541,8062.792236375582,0.0,582310.4722609081,87.31603079193462,1,1,True
242,0.5,0.0,0.0,1000.0000000000001,100000.0,99780478.3567439,3189.658527629286,0.0,1396870.1184079568,87.75310985921834,1,1,True
243,1.0,0.0,0.0,1000.0000000000001,100000.0,99780463.58557677,1592.3457585984002,0.0,2685189.404723309,87.5633199850738,1,1,True
244,5.0,0.0,0.0,1000.0000000000001,100000.0,99779990.89395946,318.31102567058775,0.0,10665158.941272842,83.30507543595508,1,1,False
245,0.2,5.0,0.0,1000.0000000000001,100000.0,99780482.49934861,8098.922661197016,0.0,441223.88264257216,87.27957918367986,1,1,True
246,0.5,5.0,0.0,1000.0000000000001,100000.0,99780478.36365122,3191.901629583628,0.0,1062199.3660415115,87.72896087090959,1,1,True
247,1.0,5.0,0.0,1000.0000000000001,100000.0,99780463.59247437,1592.6241387156635,0.0,2050697.6428304848,87.7413348339577,1,1,True
248,5.0,5.0,0.0,1000.0000000000001,100000.0,99779990.9007791,318.31322677218384,0.0,8540065.649376083,84.54832136485163,1,1,False
249,0.2,15.0,0.0,1000.0000000000001,100000.0,99780482.51317497,8171.849129897135,0.0,297326.0501456268,87.15321745114119,1,1,True
250,0.5,15.0,0.0,1000.0000000000001,100000.0,99780478.37746593,3196.3995711562907,0.0,721181.3909152678,87.72900284666412,1,1,True
251,1.0,15.0,0.0,1000.0000000000001,100000.0,99780463.60626957,1593.1812605269904,0.0,1396797.9415814125,87.81618287637491,1,1,True
252,5.0,15.0,0.0,1000.0000000000001,100000.0,99779990.91441849,318.3176290876921,0.0,6108004.2203817535,85.92706796046213,1,1,False
253,0.2,35.0,0.0,1000.0000000000001,100000.0,99780482.54082772,8321.578043433494,0.0,179892.7345329195,86.59598709244318,1,1,True
254,0.5,35.0,0.0,1000.0000000000001,100000.0,99780478.40509538,3205.4425886289728,0.0,441160.5053695832,87.89344011204696,1,1,True
255,1.0,35.0,0.0,1000.0000000000001,100000.0,99780463.63386008,1594.2969518593827,0.0,858486.8693476396,87.82099960254806,1,1,True
256,5.0,35.0,0.0,1000.0000000000001,100000.0,99779990.9416973,318.326434167992,0.0,3893935.275384905,87.07758235607952,1,1,False
257,0.2,85.0,0.0,1000.0000000000001,100000.0,99780482.60995963,8715.234491546313,1.199237637397389e-10,90624.88022143437,84.52450676276044,1,1,True
258,0.5,85.0,0.0,1000.0000000000001,100000.0,99780478.47416882,3228.327510927828,0.0,224039.4868940825,88.12812945186863,1,1,True
259,1.0,85.0,0.0,1000.0000000000001,100000.0,99780463.70283625,1597.0946438264807,0.0,441144.80567160563,88.09811044871401,1,1,True
260,5.0,85.0,0.0,1000.0000000000001,100000.0,99779991.00989427,318.3484494897844,0.0,2049507.629590844,87.77439257165287,1,1,False
261,0.2,0.0,0.1,1000.0000000000001,100000.0,99780481.50778909,5335.981948892328,0.0,858538.8966745981,87.57808782592917,1,1,True
262,0.5,0.0,0.1,1000.0000000000001,100000.0,99780476.19034503,2656.345966406474,0.0,1660726.456764659,87.76655118911304,1,1,True
263,1.0,0.0,0.1,1000.0000000000001,100000.0,99780459.44959204,1447.4759724732849,0.0,2933693.255626842,87.47651029617992,1,1,True
264,5.0,0.0,0.1,1000.0000000000001,100000.0,99779971.00156687,312.0677895680816,0.0,10823213.329362756,83.21111679575961,1,1,False
265,0.2,5.0,0.1,1000.0000000000001,100000.0,99780481.51470035,5346.509357078935,0.0,651979.0168896698,87.56422737561888,1,1,True
266,0.5,5.0,0.1,1000.0000000000001,100000.0,99780476.19725041,2657.6424534391012,0.0,1263604.6639839888,87.76967350632128,1,1,True
267,1.0,5.0,0.1,1000.0000000000001,100000.0,99780459.4564877,1447.6846929145406,0.0,2242990.5145522947,87.69992748113202,1,1,True
268,5.0,5.0,0.1,1000.0000000000001,100000.0,99779971.00838459,312.0698663854302,0.0,8675221.508202188,84.46965231843387,1,1,False
269,0.2,15.0,0.1,1000.0000000000001,100000.0,99780481.52852288,5367.718693712396,0.0,441183.40168237896,87.62057464907843,1,1,True
270,0.5,15.0,0.1,1000.0000000000001,100000.0,99780476.21106125,2660.240146651656,0.0,858510.8331936441,87.75160341319014,1,1,True
271,1.0,15.0,0.1,1000.0000000000001,100000.0,99780459.47027902,1448.1023567097327,0.0,1529156.0819219775,87.81671091641948,1,1,True
272,5.0,15.0,0.1,1000.0000000000001,100000.0,99779971.02202009,312.0740201223979,0.0,6211739.501407865,85.8697275163492,1,1,False
273,0.2,35.0,0.1,1000.0000000000001,100000.0,99780481.55616784,5410.286135332439,0.0,268091.24573018384,87.64786426822184,1,1,True
274,0.5,35.0,0.1,1000.0000000000001,100000.0,99780476.23868288,2665.45446161601,0.0,526087.6434160137,87.87346236012718,1,1,True
275,1.0,35.0,0.1,1000.0000000000001,100000.0,99780459.4978617,1448.9385766529656,0.0,940241.1166876232,87.8228457709327,1,1,True
276,5.0,35.0,0.1,1000.0000000000001,100000.0,99779971.04929107,312.0823280054315,0.0,3964279.101325979,87.04406621196114,1,1,False
277,0.2,85.0,0.1,1000.0000000000001,100000.0,99780481.62528022,5519.890309565999,0.0,135222.63352501387,87.07842139624591,1,1,True
278,0.5,85.0,0.1,1000.0000000000001,100000.0,99780476.3077369,2678.6013546044214,0.0,268051.0250779419,88.21132502804488,1,1,True
279,1.0,85.0,0.1,1000.0000000000001,100000.0,99780459.56681846,1451.0343412468937,0.0,483736.96728174854,88.05493568313449,1,1,True
280,5.0,85.0,0.1,1000.0000000000001,100000.0,99779971.11746854,312.1031000996159,0.0,2087984.7806454448,87.76563622227542,1,1,False
281,0.2,0.0,0.3,1000.0000000000001,100000.0,99780478.3567439,3189.658527629286,0.0,1396870.1184079568,87.75310985921834,1,1,True
282,0.5,0.0,0.3,1000.0000000000001,100000.0,99780470.67579524,1991.036655883246,0.0,2179201.2162064174,87.70247285807733,1,1,True
283,1.0,0.0,0.3,1000.0000000000001,100000.0,99780449.99587232,1224.6204756190546,0.0,3421598.964822052,87.28166536062406,1,1,True
284,5.0,0.0,0.3,1000.0000000000001,100000.0,99779930.03508413,300.2937061976442,0.0,11133964.810919305,83.02638266491329,1,1,False
285,0.2,5.0,0.3,1000.0000000000001,100000.0,99780478.36365122,3191.901629583628,0.0,1062199.3660415115,87.72896087090959,1,1,True
286,0.5,5.0,0.3,1000.0000000000001,100000.0,99780470.68269679,1991.585545613357,0.0,1660686.0106280737,87.78849372391625,1,1,True
287,1.0,5.0,0.3,1000.0000000000001,100000.0,99780450.0027641,1224.7478822453402,0.0,2622467.6227218183,87.59174800593894,1,1,True
288,5.0,5.0,0.3,1000.0000000000001,100000.0,99779930.04189792,300.2955627303283,0.0,8942076.894010248,84.31396583220754,1,1,False
289,0.2,15.0,0.3,1000.0000000000001,100000.0,99780478.37746593,3196.3995711562907,0.0,721181.3909152678,87.72900284666412,1,1,True
290,0.5,15.0,0.3,1000.0000000000001,100000.0,99780470.69649981,1992.6844658185323,0.0,1129539.3466564124,87.79413540075808,1,1,True
291,1.0,15.0,0.3,1000.0000000000001,100000.0,99780450.01654768,1225.0027951841378,0.0,1791446.1656493524,87.79757149833188,1,1,True
292,5.0,15.0,0.3,1000.0000000000001,100000.0,99779930.05552566,300.2992758811763,0.0,6417422.152788663,85.7554081729279,1,1,False
293,0.2,35.0,0.3,1000.0000000000001,100000.0,99780478.40509538,3205.4425886289728,0.0,441160.5053695832,87.89344011204696,1,1,True
294,0.5,35.0,0.3,1000.0000000000001,100000.0,99780470.7241058,1994.8868766935636,0.0,693510.8326359115,87.83229558170927,1,1,True
295,1.0,35.0,0.3,1000.0000000000001,100000.0,99780450.04411481,1225.5130200508897,0.0,1102565.53501501,87.83181635759121,1,1,True
296,5.0,35.0,0.3,1000.0000000000001,100000.0,99779930.08278103,300.3067025248044,0.0,4104018.6074743555,86.97669228201045,1,1,False
297,0.2,85.0,0.3,1000.0000000000001,100000.0,99780478.47416882,3228.327510927828,0.0,224039.4868940825,88.12812945186863,1,1,True
298,0.5,85.0,0.3,1000.0000000000001,100000.0,99780470.79312097,2000.3600945645524,0.0,355155.77245510265,88.18600677673845,1,1,True
299,1.0,85.0,0.3,1000.0000000000001,100000.0,99780450.1130326,1226.790912908791,0.0,568229.507396408,87.98275640013651,1,1,True
300,5.0,85.0,0.3,1000.0000000000001,100000.0,99779930.15091954,300.32527112862954,0.0,2164974.422038236,87.74683880384754,1,1,False
301,0.2,0.0,1.0,1000.0000000000001,100000.0,99780454.91969047,1326.7365767336012,0.0,3179097.5881158733,87.38205356202826,1,1,True
302,0.5,0.0,1.0,1000.0000000000001,100000.0,99780438.96648684,1061.2448604869905,0.0,3897535.306254067,87.06906646038811,1,1,True
303,1.0,0.0,1.0,1000.0000000000001,100000.0,99780404.49949604,795.8712547063948,0.0,5038713.664417395,86.50264979015054,1,1,False
304,5.0,0.0,1.0,1000.0000000000001,100000.0,99779774.24464852,265.2576429627316,0.0,12173644.632984383,82.40498069399348,1,1,False
305,0.2,5.0,1.0,1000.0000000000001,100000.0,99780454.92658424,1326.8976542079201,0.0,2433687.4511902365,87.64938021835684,1,1,True
306,0.5,5.0,1.0,1000.0000000000001,100000.0,99780438.97337474,1061.3275201496174,0.0,2995128.2551921126,87.4596442998004,1,1,True
307,1.0,5.0,1.0,1000.0000000000001,100000.0,99780404.5063742,795.9058746429622,0.0,3897020.358392193,87.0723752898345,1,1,False
308,5.0,5.0,1.0,1000.0000000000001,100000.0,99779774.2514487,265.2589142578045,0.0,9842921.791677432,83.78430691114994,1,1,False
309,0.2,15.0,1.0,1000.0000000000001,100000.0,99780454.94037166,1327.2199546593497,0.0,1660606.3127939003,87.81040675025292,1,1,True
310,0.5,15.0,1.0,1000.0000000000001,100000.0,99780438.9871505,1061.4928876614256,0.0,2050548.51065823,87.75532594223563,1,1,True
311,1.0,15.0,1.0,1000.0000000000001,100000.0,99780404.52013053,795.9751256585948,0.0,2684694.6621907856,87.5789042688686,1,1,False
312,5.0,15.0,1.0,1000.0000000000001,100000.0,99779774.2650491,265.26145689288103,0.0,7118707.777341278,85.3602313158637,1,1,False
313,0.2,35.0,1.0,1000.0000000000001,100000.0,99780454.96794656,1327.8651379682244,0.0,1021551.5029787573,87.82695309618566,1,1,True
314,0.5,35.0,1.0,1000.0000000000001,100000.0,99780439.01470205,1061.8238155176127,0.0,1263498.7992301646,87.83960837478827,1,1,True
315,1.0,35.0,1.0,1000.0000000000001,100000.0,99780404.54764313,796.113672270377,0.0,1660447.9313207883,87.82786634506675,1,1,False
316,5.0,35.0,1.0,1000.0000000000001,100000.0,99779774.29224989,265.26654234276214,0.0,4584606.54769895,86.73725807656058,1,1,False
317,0.2,85.0,1.0,1000.0000000000001,100000.0,99780455.03688382,1329.4814988668409,0.0,526070.3156343107,88.01619262219884,1,1,True
318,0.5,85.0,1.0,1000.0000000000001,100000.0,99780439.0835809,1062.6522611655057,0.0,651921.4067493863,87.9316665803745,1,1,True
319,1.0,85.0,1.0,1000.0000000000001,100000.0,99780404.61642462,796.4602989930809,0.0,858432.2919478187,87.87301645168071,1,1,False
320,5.0,85.0,1.0,1000.0000000000001,100000.0,99779774.36025183,265.27925701594154,0.0,2431715.4820047263,87.67177464298283,1,1,False
321,0.2,0.0,0.0,0.0,1000000000000.0,99999989.3527352,8063.707722908251,0.0,595387.571124952,88.87987459643516,1,1,True
322,0.5,0.0,0.0,0.0,1000000000000.0,99999985.20748436,3189.7178942157757,0.0,1459381.0063211515,89.00809600015633,1,1,True
323,1.0,0.0,0.0,0.0,1000000000000.0,99999970.40305519,1592.3533490029897,0.0,2826845.930851984,88.28909584160265,1,1,True
324,5.0,0.0,0.0,0.0,1000000000000.0,99999496.66550107,318.3111159509314,0.0,11260500.526108705,83.2854054529046,1,1,False
325,0.2,5.0,0.0,0.0,1000000000000.0,99999989.3596551,8099.823780465949,0.0,448045.58964976127,88.71256051843015,1,1,True
326,0.5,5.0,0.0,0.0,1000000000000.0,99999985.21439847,3191.960308732898,0.0,1103454.2007526667,89.17757510733017,1,1,True
327,1.0,5.0,0.0,0.0,1000000000000.0,99999970.40995952,1592.6316658174287,0.0,2154019.3839310664,88.67770081101732,1,1,True
328,5.0,5.0,0.0,0.0,1000000000000.0,99999496.67232744,318.31331677406104,0.0,9016662.355192844,84.6254454704335,1,1,False
329,0.2,15.0,0.0,0.0,1000000000000.0,99999989.37349492,8172.708281641827,0.0,299778.2876812577,88.29273114462165,1,1,True
330,0.5,15.0,0.0,0.0,1000000000000.0,99999985.22822662,3196.4568608943555,0.0,741661.831585542,89.30888579361529,1,1,True
331,1.0,15.0,0.0,0.0,1000000000000.0,99999970.42376816,1593.1886607488034,0.0,1459297.539100697,89.06849707551405,1,1,True
332,5.0,15.0,0.0,0.0,1000000000000.0,99999496.68598017,318.31771853260364,0.0,6446692.980440778,86.15893579759353,1,1,False
333,0.2,35.0,0.0,0.0,1000000000000.0,99999989.40117459,8322.351053722894,0.0,180489.18936894313,87.35515293002511,1,1,True
334,0.5,35.0,0.0,0.0,1000000000000.0,99999985.25588287,3205.49704061682,0.0,447981.03581196547,89.3169687739803,1,1,True
335,1.0,35.0,0.0,0.0,1000000000000.0,99999970.45138551,1594.3040972208005,0.0,887067.4270680653,89.36499699897124,1,1,True
336,5.0,35.0,0.0,0.0,1000000000000.0,99999496.7132857,318.32652249883967,0.0,4106412.6416896675,87.551937783002,1,1,False
337,0.2,85.0,0.0,0.0,1000000000000.0,99999989.4703737,8715.70547529618,0.0,90709.06359537151,84.92240335028985,1,1,True
338,0.5,85.0,0.0,0.0,1000000000000.0,99999985.32502356,3228.374514182082,0.0,225167.2793821379,89.03875036111108,1,1,True
339,1.0,85.0,0.0,0.0,1000000000000.0,99999970.5204289,1597.1011455738287,0.0,447964.6455275925,89.51849348911597,1,1,True
340,5.0,85.0,0.0,0.0,1000000000000.0,99999496.7815494,318.3485350347,0.0,2152630.7903974103,88.70951644056733,1,1,False
341,0.2,0.0,0.1,0.0,1000000000000.0,99999988.36576897,5336.254741119544,0.0,887123.7623914713,89.12990380206648,1,1,True
342,0.5,0.0,0.1,0.0,1000000000000.0,99999983.0361661,2656.3805178495,0.0,1739880.3506201878,88.87932377318833,1,1,True
343,1.0,0.0,0.1,0.0,1000000000000.0,99999966.25781852,1447.4816955679507,0.0,3089957.6840341515,88.13830346320162,1,1,True
344,5.0,0.0,0.1,0.0,1000000000000.0,99999476.72919732,312.06787592567235,0.0,11427166.902635807,83.18515349518837,1,1,False
345,0.2,5.0,0.1,0.0,1000000000000.0,99999988.37268695,5346.7782541832485,0.0,668661.3502293054,89.145296066877,1,1,True
346,0.5,5.0,0.1,0.0,1000000000000.0,99999983.04307821,2657.676637432814,0.0,1317616.475052015,89.1007240693941,1,1,True
347,1.0,5.0,0.1,0.0,1000000000000.0,99999966.26472093,1447.6903703909554,0.0,2358076.672082615,88.56378201156923,1,1,True
348,5.0,5.0,0.1,0.0,1000000000000.0,99999476.73602179,312.0699524821976,0.0,9159079.699400326,84.54015325072369,1,1,False
349,0.2,15.0,0.1,0.0,1000000000000.0,99999988.38652286,5367.97951832071,0.0,448004.44295191,89.04829872191135,1,1,True
350,0.5,15.0,0.1,0.0,1000000000000.0,99999983.05690247,2660.273590653714,0.0,887093.9473381189,89.29783204063227,1,1,True
351,1.0,15.0,0.1,0.0,1000000000000.0,99999966.27852571,1448.1079427903119,0.0,1600020.9577243596,88.99583093408594,1,1,True
352,5.0,15.0,0.1,0.0,1000000000000.0,99999476.74967061,312.07410569748964,0.0,6556599.706117062,86.09305904108594,1,1,False
353,0.2,35.0,0.1,0.0,1000000000000.0,99999988.41419476,5410.526789783538,0.0,269936.1243801842,88.70064602168053,1,1,True
354,0.5,35.0,0.1,0.0,1000000000000.0,99999983.08455099,2665.486405078285,0.0,536481.5209298538,89.38955354755672,1,1,True
355,1.0,35.0,0.1,0.0,1000000000000.0,99999966.30613527,1448.9439793029705,0.0,973836.6172578714,89.33162306239197,1,1,True
356,5.0,35.0,0.1,0.0,1000000000000.0,99999476.7769683,312.08241253705194,0.0,4180562.0494046384,87.50792091645094,1,1,False
357,0.2,85.0,0.1,0.0,1000000000000.0,99999988.4833744,5520.078298680179,0.0,135488.10759318268,87.66062858675598,1,1,True
358,0.5,85.0,0.1,0.0,1000000000000.0,99999983.15367219,2678.629424313861,0.0,269894.995595612,89.26013583348401,1,1,True
359,1.0,85.0,0.1,0.0,1000000000000.0,99999966.3751591,1451.039281573118,0.0,492270.82312650746,89.5282094260618,1,1,True
360,5.0,85.0,0.1,0.0,1000000000000.0,99999476.84521249,312.1031820218637,0.0,2193459.839460908,88.68560913705406,1,1,False
361,0.2,0.0,0.3,0.0,1000000000000.0,99999985.20748436,3189.7178942157757,0.0,1459381.0063211515,89.00809600015633,1,1,True
362,0.5,0.0,0.3,0.0,1000000000000.0,99999977.50917798,1991.0514554421393,0.0,2290266.162346483,88.59023627772936,1,1,True
363,1.0,0.0,0.3,0.0,1000000000000.0,99999956.78299557,1224.624011184862,0.0,3606712.420063693,87.838559201599,1,1,True
364,5.0,0.0,0.3,0.0,1000000000000.0,99999435.6722929,300.29378555362905,0.0,11754742.66704586,82.98837434761492,1,1,False
365,0.2,5.0,0.3,0.0,1000000000000.0,99999985.21439847,3191.960308732898,0.0,1103454.2007526667,89.17757510733017,1,1,True
366,0.5,5.0,0.3,0.0,1000000000000.0,99999977.51608624,1991.6002079663267,0.0,1739833.4021625053,88.90028192594897,1,1,True
367,1.0,5.0,0.3,0.0,1000000000000.0,99999956.78989401,1224.7513917897213,0.0,2760322.9487918676,88.33474962605503,1,1,True
368,5.0,5.0,0.3,0.0,1000000000000.0,99999435.67911345,300.295641856505,0.0,9441111.047360433,84.3707079728898,1,1,False
369,0.2,15.0,0.3,0.0,1000000000000.0,99999985.22822662,3196.4568608943555,0.0,741661.831585542,89.30888579361529,1,1,True
370,0.5,15.0,0.3,0.0,1000000000000.0,99999977.52990271,1992.6988527721758,0.0,1175004.637972444,89.20222370326697,1,1,True
371,1.0,15.0,0.3,0.0,1000000000000.0,99999956.80369103,1225.0062526228796,0.0,1878733.1283388026,88.84511996038928,1,1,True
372,5.0,15.0,0.3,0.0,1000000000000.0,99999435.69275446,300.2993545477138,0.0,6773657.015028069,85.96337110010396,1,1,False
373,0.2,35.0,0.3,0.0,1000000000000.0,99999985.25588287,3205.49704061682,0.0,447981.03581196547,89.31696877398032,1,1,True
374,0.5,35.0,0.3,0.0,1000000000000.0,99999977.55753556,1994.9007088793646,0.0,712483.872461172,89.41022072741103,1,1,True
375,1.0,35.0,0.3,0.0,1000000000000.0,99999956.83128498,1225.5163730268048,0.0,1146344.4999222902,89.25387173992125,1,1,True
376,5.0,35.0,0.3,0.0,1000000000000.0,99999435.72003655,300.30678027196456,0.0,4328415.220832504,87.41985375675158,1,1,False
377,0.2,85.0,0.3,0.0,1000000000000.0,99999985.32502356,3228.374514182082,0.0,225167.2793821379,89.03875036111108,1,1,True
378,0.5,85.0,0.3,0.0,1000000000000.0,99999977.62661792,2000.3723733967252,0.0,359118.2250333596,89.45529816420651,1,1,True
379,1.0,85.0,0.3,0.0,1000000000000.0,99999956.90026993,1226.7940032545841,0.0,580614.3481656879,89.52477943139776,1,1,True
380,5.0,85.0,0.3,0.0,1000000000000.0,99999435.78824176,300.32534657678286,0.0,2275063.5357985077,88.63764487534571,1,1,False
381,0.2,0.0,1.0,0.0,1000000000000.0,99999961.71779858,1326.74101979533,0.0,3350074.3459663065,87.98779487964292,1,1,True
382,0.5,0.0,1.0,0.0,1000000000000.0,99999945.72904076,1061.2471841056802,0.0,4110618.300806877,87.54368078798466,1,1,True
383,1.0,0.0,1.0,0.0,1000000000000.0,99999911.18546315,795.8722643361734,0.0,5317504.545925581,86.83194482611688,1,1,False
384,5.0,0.0,1.0,0.0,1000000000000.0,99999279.53808811,265.2577029305016,0.0,12851886.859180562,82.32703904769505,1,1,False
385,0.2,5.0,1.0,0.0,1000000000000.0,99999961.72469905,1326.9020632923803,0.0,2560169.0098125227,88.44930336012303,1,1,True
386,0.5,5.0,1.0,0.0,1000000000000.0,99999945.73593538,1061.329827800137,0.0,3155038.5609614197,88.10644049751926,1,1,True
387,1.0,5.0,1.0,0.0,1000000000000.0,99999911.192348,795.9068782601737,0.0,4110016.658631349,87.54684054070955,1,1,False
388,5.0,5.0,1.0,0.0,1000000000000.0,99999279.54489502,265.2589740756587,0.0,10391701.609332312,83.79910542970954,1,1,False
389,0.2,15.0,1.0,0.0,1000000000000.0,99999961.73849991,1327.2242956915536,0.0,1739740.66352186,88.92122763172392,1,1,True
390,0.5,15.0,1.0,0.0,1000000000000.0,99999945.74972457,1061.4951633476783,0.0,2153845.4059801684,88.69106175077961,1,1,True
391,1.0,15.0,1.0,0.0,1000000000000.0,99999911.2061177,795.9761172451692,0.0,2826254.543259635,88.30399092599824,1,1,False
392,5.0,15.0,1.0,0.0,1000000000000.0,99999279.55850872,265.2615164108931,0.0,7514669.362745877,85.51914712125608,1,1,False
393,0.2,35.0,1.0,0.0,1000000000000.0,99999961.76610169,1327.8693425042634,0.0,1060304.525230039,89.29411112788225,1,1,True
394,0.5,35.0,1.0,0.0,1000000000000.0,99999945.77730295,1061.8260271634997,0.0,1317496.780751623,89.16783613307436,1,1,True
395,1.0,35.0,1.0,0.0,1000000000000.0,99999911.23365712,796.1146397736468,0.0,1739556.1787953977,88.93795450484755,1,1,False
396,5.0,35.0,1.0,0.0,1000000000000.0,99999279.58573617,265.26660126104235,0.0,4836702.794473674,87.11682914160394,1,1,False
397,0.2,85.0,1.0,0.0,1000000000000.0,99999961.83510607,1329.4853598674176,0.0,536463.444083025,89.5295017634097,1,1,True
398,0.5,85.0,1.0,0.0,1000000000000.0,99999945.84624891,1062.6543120562762,0.0,668599.7939777327,89.50355530229753,1,1,True
399,1.0,85.0,1.0,0.0,1000000000000.0,99999911.30250572,796.4612061593965,0.0,887006.3726234541,89.41535175816905,1,1,False
400,5.0,85.0,1.0,0.0,1000000000000.0,99999279.6538048,265.27931443461506,0.0,2557866.359965083,88.47100143014374,1,1,False
401,0.2,0.0,0.0,100.0,1000000000000.0,99999989.35258052,8063.704869971971,0.0,595173.2638941812,88.61452024424652,1,1,True
402,0.5,0.0,0.0,100.0,1000000000000.0,99999985.20732982,3189.7174957684288,0.0,1456192.4606097382,88.38189343502302,1,1,True
403,1.0,0.0,0.0,100.0,1000000000000.0,99999970.40290083,1592.3533014343013,0.0,2806219.4890581295,87.20888649084594,1,1,True
404,5.0,0.0,0.0,100.0,1000000000000.0,99999496.66534834,318.3111161738241,0.0,10846913.887158478,81.99550165654394,1,1,False
405,0.2,5.0,0.0,100.0,1000000000000.0,99999989.35950047,8099.823301599836,0.0,447957.01204484625,88.51236741559686,1,1,True
406,0.5,5.0,0.0,100.0,1000000000000.0,99999985.21424396,3191.959965770222,0.0,1102054.0690853286,88.69488031445135,1,1,True
