step,cfit_pf,cextra_pf,cstray_pf,ccable_pf,rreceiver_ohm,transimpedance_ohm,bandwidth_hz,peaking_db,unity_hz,phase_margin_deg,bandwidth_crossings,unity_crossings,passes
602,0.5,0.0,0.3,1000.0000000000001,1000000000000.0,99999977.50754797,1991.0368273544893,0.0,2179180.913115479,87.70207727720366,1,1,True
603,1.0,0.0,0.3,1000.0000000000001,1000000000000.0,99999956.78136753,1224.620648546161,0.0,3421583.1946122902,87.28155390646498,1,1,True
604,5.0,0.0,0.3,1000.0000000000001,1000000000000.0,99999435.67068106,300.29374108963714,0.0,11133959.42175604,83.02638108515787,1,1,False
605,0.2,5.0,0.3,1000.0000000000001,1000000000000.0,99999985.21276726,3191.901014672757,0.0,1062184.321751012,87.72694789078719,1,1,True
606,0.5,5.0,0.3,1000.0000000000001,1000000000000.0,99999977.51445626,1991.5856525476404,0.0,1660664.3622407094,87.78770784257415,1,1,True
607,1.0,5.0,0.3,1000.0000000000001,1000000000000.0,99999956.78826606,1224.7480405140623,0.0,2622449.035361638,87.59150894975802,1,1,True
608,5.0,5.0,0.3,1000.0000000000001,1000000000000.0,99999435.67750162,300.2955974439906,0.0,8942070.14177631,84.31396144954648,1,1,False
609,0.2,15.0,0.3,1000.0000000000001,1000000000000.0,99999985.2265954,3196.398418243194,0.0,721180.6833087315,87.72552516767313,1,1,True
610,0.5,15.0,0.3,1000.0000000000001,1000000000000.0,99999977.52827275,1992.6844434147627,0.0,1129522.5750366184,87.79233602226206,1,1,True
611,1.0,15.0,0.3,1000.0000000000001,1000000000000.0,99999956.80206312,1225.0029241136174,0.0,1791424.6680202715,87.79691810086369,1,1,True
612,5.0,15.0,0.3,1000.0000000000001,1000000000000.0,99999435.69114271,300.29931023816334,0.0,6417413.021261581,85.75539276451595,1,1,False
613,0.2,35.0,0.3,1000.0000000000001,1000000000000.0,99999985.25425187,3205.440348649172,0.0,441177.5879307177,87.88884040738021,1,1,True
614,0.5,35.0,0.3,1000.0000000000001,1000000000000.0,99999977.55590582,1994.8865945546866,0.0,693511.7932843129,87.82867862159024,1,1,True
615,1.0,35.0,0.3,1000.0000000000001,1000000000000.0,99999956.82965721,1225.5130902119204,0.0,1102549.3483209522,87.82993533469143,1,1,True
616,5.0,35.0,0.3,1000.0000000000001,1000000000000.0,99999435.71842495,300.3067361683813,0.0,4104004.9258054346,86.97662776150719,1,1,False
617,0.2,85.0,0.3,1000.0000000000001,1000000000000.0,99999985.32339287,3228.3224879538893,0.0,224060.19939092526,88.12445479658024,1,1,True
618,0.5,85.0,0.3,1000.0000000000001,1000000000000.0,99999977.62498847,2000.3591677952504,0.0,355176.7434431931,88.18143838092455,1,1,True
619,1.0,85.0,0.3,1000.0000000000001,1000000000000.0,99999956.8986425,1226.7908356228822,0.0,568238.6258576149,87.97853814850137,1,1,True
620,5.0,85.0,0.3,1000.0000000000001,1000000000000.0,99999435.78663047,300.3253029883388,0.0,2164953.9586493378,87.74643680273016,1,1,False
621,0.2,0.0,1.0,1000.0000000000001,1000000000000.0,99999961.71617019,1326.7367583567575,0.0,3179080.8869370054,87.38191548206281,1,1,True
622,0.5,0.0,1.0,1000.0000000000001,1000000000000.0,99999945.72741358,1061.2450129761469,0.0,3897520.93459894,87.06899104672424,1,1,True
623,1.0,0.0,1.0,1000.0000000000001,1000000000000.0,99999911.18383797,795.8713663970842,0.0,5038702.13354305,86.50261577431522,1,1,False
624,5.0,0.0,1.0,1000.0000000000001,1000000000000.0,99999279.53647912,265.25767300045266,0.0,12173639.687346065,82.40497982164449,1,1,False
625,0.2,5.0,1.0,1000.0000000000001,1000000000000.0,99999961.7230707,1326.8978172181671,0.0,2433668.0019385302,87.64908651984297,1,1,True
626,0.5,5.0,1.0,1000.0000000000001,1000000000000.0,99999945.73430823,1061.3276632091138,0.0,2995111.028649351,87.459480119458,1,1,True
627,1.0,5.0,1.0,1000.0000000000001,1000000000000.0,99999911.19072287,795.9059824672639,0.0,3897005.9872327074,87.07229986523139,1,1,False
628,5.0,5.0,1.0,1000.0000000000001,1000000000000.0,99999279.54328601,265.2589441776402,0.0,9842915.667459536,83.78430402521334,1,1,False
629,0.2,15.0,1.0,1000.0000000000001,1000000000000.0,99999961.73687159,1327.2200804107997,0.0,1660584.6654757173,87.80962106773586,1,1,True
630,0.5,15.0,1.0,1000.0000000000001,1000000000000.0,99999945.74809745,1061.4930118508676,0.0,2050527.4832819987,87.75486242081088,1,1,True
631,1.0,15.0,1.0,1000.0000000000001,1000000000000.0,99999911.20449266,795.9752257477163,0.0,2684676.3350464236,87.57868041231691,1,1,False
632,5.0,15.0,1.0,1000.0000000000001,1000000000000.0,99999279.55689983,265.26148657693795,0.0,7118699.401808716,85.36022070638849,1,1,False
633,0.2,35.0,1.0,1000.0000000000001,1000000000000.0,99999961.7644735,1327.8651890700537,0.0,1021537.6885261195,87.82480091858918,1,1,True
634,0.5,35.0,1.0,1000.0000000000001,1000000000000.0,99999945.77567601,1061.8239019239734,0.0,1263479.6598081177,87.83816405654473,1,1,True
635,1.0,35.0,1.0,1000.0000000000001,1000000000000.0,99999911.23203218,796.1137568795051,0.0,1660426.2861775002,87.82708072048506,1,1,False
636,5.0,35.0,1.0,1000.0000000000001,1000000000000.0,99999279.58412741,265.2665715552339,0.0,4584594.033860235,86.7372123225397,1,1,False
637,0.2,85.0,1.0,1000.0000000000001,1000000000000.0,99999961.83347821,1329.4813625728334,0.0,526082.321996738,88.01180587694455,1,1,True
638,0.5,85.0,1.0,1000.0000000000001,1000000000000.0,99999945.84462228,1062.6522528631704,0.0,651924.9910557203,87.92784125162991,1,1,True
639,1.0,85.0,1.0,1000.0000000000001,1000000000000.0,99999911.30088112,796.4603448459975,0.0,858424.3821692218,87.87020182522387,1,1,False
640,5.0,85.0,1.0,1000.0000000000001,1000000000000.0,99999279.65219636,265.27928504927917,0.0,2431696.0402113264,87.67148052615055,1,1,False
